bike_id,WINTER,SPRING,SUMMER,FALL
16472,52306,493617,671342,366057
18837,807295,2183819,3600640,2153732
16981,658535,2191230,5125204,1704060
16473,649589,2510182,4926159,2005736
17207,853036,3288146,2330392,1624757
19889,73602,213425,753502,309204
17506,744156,2045682,2632565,2054503
18459,846657,2563549,3299909,1806805
20659,870769,3401522,2806313,2223683
16537,527092,2478988,2325232,1872283
17223,869236,2053050,2571943,1926233
14773,708248,4660771,3716190,2902191
19750,785999,1997374,2988204,1303884
17215,422036,2557365,1717421,973625
18823,1120720,2533426,2634556,1418533
14674,830466,3414014,2624641,2199069
17355,88924,324861,966244,382977
15838,128951,378087,752854,344883
19201,24675,292815,509080,459919
16436,921614,2441050,3005423,2783196
19112,754204,1802840,4639185,2111555
19560,748392,1888254,2829834,2026447
15586,1139725,1949113,2409507,1159655
17208,908761,1714739,2373909,1987159
15515,,6687,340225,
17735,53640,360423,756311,280185
19594,191005,566707,1449802,749436
19676,,21523,382832,195580
21235,781100,2096930,2638724,1567819
21310,1016505,1998708,2470419,1604904
20936,1131019,4817576,4422834,1592822
21271,1392164,2191713,2671813,1440563
16398,99242,405635,1179847,532835
18917,798614,3883524,2448794,2359153
18045,666044,1934907,4022569,1952324
21264,1058264,2723328,3659162,1484163
18537,1460962,2361883,2556977,1626280
16082,,92472,133778,
18773,861049,2532936,2183235,1458904
17568,609173,2281445,3805108,1701173
14662,24829,534893,405021,
16070,488890,2421544,2595525,1861006
20859,809197,2055677,2446706,1451717
21143,869448,2095666,3040394,2457010
18507,815137,1458320,2285533,2052697
20869,779839,1827616,3235969,1517853
19443,262602,635945,867517,567662
19508,578549,2722565,3460727,4178182
17018,933917,2412688,3134056,1873953
21393,473856,2645890,2064466,1681280
17042,885372,2708060,3061933,1943521
18347,631120,1795352,4694188,2028763
20200,102037,501859,753485,386187
16877,788568,2393260,5329159,1857699
21197,78761,400955,516259,2517
18127,998248,2131303,2562293,1822224
18694,1006898,2214885,3301865,2205104
14830,,87274,284108,
16822,236062,201186,872220,702528
14533,588804,2115969,3121183,2110439
15528,667162,2643237,2836526,953034
14701,872667,2715392,2216186,1559472
19568,598287,3019680,2251290,1513808
18019,682235,2293530,3481136,2032073
21120,860361,1979396,2895300,1543849
17084,496108,1262169,2310746,1184694
16354,,76334,404689,65580
16326,931330,2519437,3543537,2146715
17587,629806,1795437,1832780,3393564
15536,647219,3893531,5869802,1634160
16404,658203,1927719,3063277,2245528
21346,807737,2034441,3041884,1823474
17074,492909,2080110,2265864,995333
21448,478854,1769266,1514621,846699
21111,637516,2083613,2774300,1618044
20785,228045,478342,418641,329689
19704,304770,1011186,1362148,2184465
17140,83845,165931,415280,270415
18481,853110,2035912,2492743,1707737
21330,69419,442337,237591,
19887,21388,72366,504751,331458
18713,676378,3120239,2839844,2206487
18952,1246314,2472115,4343693,2010699
16056,820304,2287648,2758832,2150426
20934,2576058,2121147,2034573,1579596
18769,723503,1755197,4903463,3075042
18565,816796,8732808,2698626,1862506
21174,666881,1804257,1817118,1264385
19849,598121,1568379,1381615,1358949
19575,482717,1692860,4772807,1543697
18272,732613,2738372,2706390,3136419
18352,827620,2724287,2252092,1455833
14619,585849,1885999,1983190,1878867
15123,75063,71579,368130,299412
17320,734828,1891919,4531149,2394760
21097,920582,2375668,2244935,1365089
18703,557818,2015234,2937684,2186430
19142,,125264,419305,172271
21631,442696,1449229,2647199,1234414
21240,671935,2128581,2847103,2052101
21688,588884,2002270,2204090,1057900
21084,811518,2697569,2827841,1830474
18975,590281,1904470,1655372,1788311
17327,618431,1887793,1406250,1150370
19948,,78645,324124,282702
14567,500688,1706641,2004372,1371723
21051,745479,2244907,2044720,1584228
18560,615789,1727625,2865250,2016337
16220,1005936,1728682,2867703,3148697
17373,693371,2180337,5481779,2281312
17808,,72621,602273,350096
16715,742033,2684183,1516695,1309181
15488,,63036,281196,
15520,654417,1709176,2330400,2212692
17030,704074,5187604,2920533,1789814
20638,622157,2159644,2335161,1965154
21059,332395,744954,549258,266895
21595,646332,1613658,2169745,1412988
18631,303701,1791500,2162256,1204549
19344,720823,2806735,2850429,1724484
21414,625856,2357443,2897004,1599013
20846,1045854,2236596,2483351,1696404
21113,931595,2062846,2905986,1370461
15936,24167,84891,540076,234652
19765,565199,1500824,2061995,1347794
18307,642839,2885650,2749839,1904661
21530,1076525,2674020,2818857,1335980
20292,810265,2289512,2826764,1572735
20691,35406,279634,77263,196279
17830,26559,74577,593150,265538
21249,936276,2445317,2940869,1786416
21509,616239,2216868,2306396,1382243
20955,869296,2113269,2537564,1667450
14540,1253690,2179152,3348530,1831966
17948,683631,2003185,2569303,2127324
15680,992554,2987859,2972584,1761033
18073,,69288,283375,
21311,377496,640796,1372316,860121
21140,757815,2260632,4201151,1241325
18840,1674168,2623248,3262512,1824866
21190,430021,1579504,1840380,982405
14579,732677,1770674,3322246,1502306
21301,526848,2679265,4510294,1080690
20822,972880,2957788,2722789,1699575
20302,89727,308680,580031,408942
14560,199635,399075,357615,363862
17461,842035,2409158,3849101,1210527
14715,1050721,1815767,3028144,5672307
20800,634775,3328016,2346977,2157244
18316,106022,97049,277368,203784
20761,832734,2460947,3530219,1227296
20689,626211,1224853,1446191,1250397
18208,855531,2807853,2913160,1922061
19003,940640,2333794,2381856,1656360
18942,,20684,535883,306386
21551,522897,1837409,2582146,1842881
20823,637844,4235901,3177262,1545377
17624,609307,1950106,2423068,2885200
19159,907267,1672183,4216268,1299695
23057,253658,136855,691290,664975
23828,412047,28028,216403,648461
22179,178965,732373,1053592,1029351
26090,611929,1410364,2169368,1118628
25160,352934,1018203,2060931,1057769
25351,453090,1277613,1892416,1150894
22021,,18592,633047,442342
24229,282154,465949,880816,1129909
23838,373960,51882,814131,1048923
23846,420273,237421,568837,945432
23035,181612,34236,941924,940041
23341,546742,66165,335458,1110435
23150,438115,696147,911736,843093
21391,866618,2550307,2157435,1847256
22057,547680,694967,1026341,1009735
23635,344178,143942,219299,1043650
24729,405492,504363,706123,704554
24143,397059,71769,241478,1100685
22012,121688,65905,1026654,885931
16259,1082033,2390205,3102065,1823129
21693,872777,1701109,2140066,1737705
26336,543293,1613815,1554291,1243474
24013,327447,448578,690603,692643
16304,,114372,272319,
24120,396290,36051,633588,686106
24192,516541,135080,595496,865151
22344,460591,695905,1404491,970740
22186,479763,39309,893466,982759
23794,480975,64330,664736,1213469
20060,89573,103796,570664,161426
22275,279162,601698,1640393,865883
22150,207739,684883,1525375,637891
23449,394507,11108,380216,617053
21962,,8723,200790,340135
22708,343894,50617,1014692,1117411
25546,1139147,1397599,2712384,1358940
17667,,165125,25338,
23323,218405,573020,1352505,1074058
21462,560063,1985649,2582631,1816317
27638,615974,1672963,1991753,1071022
22618,69928,481647,1200520,2434923
26456,848531,1118138,2112341,1294082
23811,567424,53138,266082,927247
21345,1333599,2402083,2810565,1655922
23421,219449,34092,670740,1175257
21661,916350,2440079,3239037,1642238
23696,375477,38698,765548,1173339
26437,427017,1067766,1524908,1174871
23357,489982,38772,305430,927311
23457,349292,99729,727411,815405
23236,271010,36500,860883,800811
26058,502237,1017093,2063550,2185767
25094,209948,1401219,2673701,829795
26691,399905,1041142,2071296,1488841
22070,350974,37942,636777,784472
23517,271912,62315,687276,1045099
25112,394853,1401282,2275360,985157
23749,324254,943291,1169957,1053652
33245,1717095,1182424,1236638,878863
27298,485194,1926082,1356019,1243997
22002,35541,422829,1616559,882012
28683,318019,2319428,1560950,821947
25827,503627,3843373,2580617,1127522
22500,536090,69450,361773,1054874
22711,177260,28225,1078753,952311
23471,376572,56160,687862,1016941
30584,744026,1068355,1905660,1664090
22836,132549,370107,1266459,842442
22557,329429,927298,958208,548500
23561,394014,580958,1049488,988147
23286,312833,594416,1368156,1896529
24238,615065,220391,504635,902337
23518,450962,469646,804662,638331
18145,665614,2166726,3105788,1307607
23044,256315,1311840,1273681,1075653
23817,123278,519120,736701,754800
22729,280532,576770,1350505,831200
21226,132478,626674,430469,347577
25824,1208494,1220900,1830302,2372030
24959,340967,1594674,2216819,913991
21917,64783,87572,1155485,704363
23304,230920,32305,459147,590697
22891,391568,48401,945412,1071003
23037,433359,53087,976326,798079
22254,326701,397912,1077051,1106869
24209,775734,153286,252298,851894
22076,379469,522674,596136,953720
24241,520869,63432,521995,1131004
26715,420901,1521422,1744313,1112887
23111,550638,23073,635176,1038711
24015,427759,537378,751387,1014097
23983,277091,33962,410764,1183904
24041,333817,281105,458211,1067937
22851,403993,194087,646886,1230564
24042,956297,499014,601208,826675
22874,277449,31853,769032,1259346
23293,318433,12072,646594,1220719
23354,280483,325558,952851,1118747
22221,250062,19506,907538,561996
22628,174438,496441,1327987,841983
22169,373615,737348,1280236,776556
25786,454079,604118,2432925,7933746
26905,374076,1358394,2373293,1182451
22506,308532,4803,1229788,804243
22407,302482,496488,1623042,698284
27223,433423,1031149,1922227,1189781
22466,173542,27381,1096977,858458
22883,,439928,1186090,1039489
27278,352931,905964,1159167,778658
25655,433938,1200440,2474875,1132837
21992,274548,768445,1520652,944079
22965,242404,207881,685659,1021586
22196,269215,554251,1391181,1017283
21150,752872,1739210,2673838,1572929
23510,413971,30032,806902,1096123
16939,549751,3144021,2585877,2028154
22033,,20736,920268,
26618,374724,1107635,1815174,1196957
31848,526259,647900,1571367,1260338
22514,399224,176784,662538,884186
29752,380479,3839310,1934538,824095
23117,277670,54275,535983,1062984
21698,1210502,2286701,2882854,1772404
21412,1042649,1892959,2037985,1350676
22485,92639,435718,1766206,969667
22644,412387,714166,1140541,857531
23494,381348,716325,1381219,1031691
22173,283004,40959,1109068,913072
23238,364449,546332,932027,989716
25852,448318,802043,1594909,534793
23263,270666,8563,821017,876580
22288,270279,33890,686159,1189579
25604,590978,1543211,4845889,1297181
23981,289602,210578,114423,985719
24185,380431,40302,561103,1050411
23327,242327,575694,943771,997738
24264,408221,71203,322169,1084547
23931,233807,462283,1257590,1093013
24110,222558,697443,921370,1017454
23760,395944,55727,334059,2527302
25782,552359,616117,2136570,742860
26063,679998,906085,2102117,983593
22918,156848,35448,708285,1171597
23879,139361,368829,834153,1069098
22442,303961,1885,760361,783127
23669,428905,252228,620859,1066736
23575,173394,584113,1391425,865963
25040,317612,1774383,2969852,1347774
23695,367294,107062,439037,930082
20841,814777,2329490,2119099,1382620
22023,257484,492435,1034598,1108363
23960,278551,678914,1153867,894875
24352,282092,264116,368228,607562
24294,270222,59587,464375,718549
22925,105043,294861,1502216,994729
26873,402609,1331672,2053301,1188295
21988,450359,148689,530889,944237
23554,582283,116266,668594,962576
24125,425214,52126,389104,1366956
22547,244492,4612,507928,460252
24040,364801,464269,808060,864191
22604,414272,422293,1067095,924109
26338,637901,1293244,3300858,1854177
22072,462326,95424,655597,1409811
22745,321428,61722,671127,1122315
23400,335037,385755,974944,707695
21162,841735,2468707,2290821,1529468
23272,433629,59335,343961,878863
23161,204735,252596,,526827
23548,426494,738839,862543,1115088
23380,319974,41179,525046,1159151
24335,628528,1550077,2199017,1155345
22307,180274,121077,1197835,849762
23882,444876,44743,458879,1051364
22894,392325,534997,1153323,1743068
24271,355259,50796,287603,1907860
23074,210795,662888,852022,2676773
23907,326321,44989,208415,964499
25652,336724,1321511,2554878,1669118
23067,308542,461643,1128946,1066275
23377,293771,55250,555651,1124585
23151,339026,81180,421580,1062120
14625,690588,2141508,3013177,1924930
27679,459490,1352942,1473732,994022
27777,498179,1691884,1958809,1087659
27945,386998,1503293,1257334,704694
26329,591663,1387127,1404904,1147260
27288,516286,1293931,1372922,1336090
27174,456382,2906661,1931236,1392026
22487,408164,6144,827762,573422
23624,333959,153680,382357,882716
22068,359555,56364,944561,721124
22427,378933,773152,1352223,824808
26507,349206,691882,857097,987994
24880,811796,1046600,1772396,917302
22007,72336,103231,791466,901349
26139,534299,1871611,2078012,1119542
22020,195911,629695,1447099,636043
25809,329149,435211,1447860,517702
28513,479482,2594401,1893848,884315
22677,226435,495664,1607566,1282716
24274,450243,168183,364578,563094
23268,372998,519862,1328339,880570
27148,396730,1089217,1576374,1014433
24190,328252,146273,126864,826994
22929,598272,914038,1245716,974386
22672,177560,564860,1170948,824441
22187,277274,462790,1609211,1400737
24156,450722,657251,1017565,902954
23319,54050,395906,1220689,1096514
23113,341515,51884,684737,1041049
24850,1340994,1312408,3023061,1220309
25533,792011,1335979,2455790,1143764
26716,539949,1239294,1874639,1296255
20883,716161,2064607,2445866,1343151
24072,362955,20160,441485,1012879
23170,496166,47484,503480,1132387
23826,297908,28866,633566,1295665
21983,306043,360131,1091313,356430
24235,332748,74103,438642,1041843
22342,449265,152000,807624,755989
22139,343069,16891,531005,1092939
26573,582881,1491271,2154921,1436346
22590,309008,502502,1045915,921607
22560,308666,11901,717779,1032656
24097,343099,49927,500951,1106852
14694,1848204,2095255,2273389,1779840
23225,342476,43488,299660,1150225
21969,,544534,1635994,623042
22681,201427,107905,962871,1124605
26111,566758,1453649,1924305,1226533
25404,591693,1273065,1763220,1006186
22093,374282,423240,1433211,967147
22540,389196,563245,1229655,712115
23133,223048,555511,491072,1507010
21144,635308,1688188,1667211,1029997
24342,331718,490052,1046245,873136
23903,519574,35751,358152,1041284
23764,254177,58543,400925,431511
23050,255132,779372,1229057,1000215
22218,373623,4405,1023573,986444
23273,342832,654430,756891,1072035
23935,217111,225494,487392,817540
23868,366993,133582,645437,978074
22607,119791,615277,1366730,1039987
24343,563515,58537,155115,1040065
22881,460789,18942,831077,1396356
25059,424103,1512488,1591307,785191
21695,822888,2007619,1829331,1097963
22080,118323,44695,1094037,473214
24100,341832,103119,712019,1000968
23223,301007,656009,780816,818324
22503,180492,728944,1454947,964938
24200,215382,98578,709012,350640
23884,292186,52925,311868,1040104
26614,668298,1257710,1731970,1138415
22193,414668,161539,749603,686885
23650,456032,141638,663319,1008715
23499,374487,460371,948629,1148274
21287,948454,2476990,2408174,1963629
22055,62462,19964,796748,913391
23809,399615,63843,238845,825357
21958,259683,224550,475679,388845
26611,457263,1170588,3168102,1483444
22074,292715,685944,1361351,891905
23612,287776,50625,234518,1086827
23032,247033,582913,1302355,900086
27214,375704,4072769,530454,773291
26521,574672,1142686,4630066,834764
23758,385243,453647,971810,1179489
22416,153773,461648,1505285,1076469
23766,457277,43198,487291,1020431
23016,371973,229249,701785,993820
23763,275185,33623,264501,675394
26457,358824,490232,719388,607191
23345,123515,532011,974073,1083290
26628,267906,1096969,1932071,1102028
23587,244804,45240,403916,345682
22153,251796,603021,1052392,910386
22719,268781,420496,1956481,655754
21567,503488,2553577,2312208,1407527
24368,245458,423249,984653,1209485
21993,302157,490922,962162,704499
23453,485469,43975,602426,1205197
21990,237006,450232,1371730,1048100
22420,274098,678836,1207784,853521
23022,316343,9881,525967,757257
23253,391269,43791,864705,987731
22418,246576,375440,751370,575840
23832,340000,12758,182589,1360333
23285,384755,17531,504271,1187397
22608,449598,14393,919598,773735
23188,172188,461724,1177570,385990
25732,646100,1776697,2316733,1102034
23985,374515,673070,830472,840147
24248,323067,130635,355366,825883
23469,434698,975943,1078735,906602
26662,498351,1353629,2252617,1138786
23366,456036,536916,823197,706033
23036,170818,780004,693949,393453
24025,160781,506647,886448,974475
22541,120314,565898,1246893,985502
24188,306716,72625,186618,1169957
24117,235176,125213,119656,1224588
16898,,69430,,
23744,325084,514071,766014,1130014
23782,233443,760452,1036120,980994
23753,242929,368859,956677,925274
22562,375676,11114,1137483,720391
23577,316660,43589,477006,958068
23114,226894,47046,472602,1247378
23606,136467,373164,982453,994808
23536,185292,78842,929305,807857
23737,392797,49664,442402,1008052
22627,219626,114937,574738,940378
23515,351791,76276,621770,1035751
23274,348491,110156,583846,1053028
14663,837101,4075970,2547484,1684377
22958,384663,37096,1252997,906013
22177,,569079,806895,334949
22702,418413,569300,1011313,812655
24273,394653,274308,852518,1123480
26897,360856,624439,3719958,765094
23590,200521,363159,1259469,1188325
28799,438330,1578004,1936894,518435
24194,374321,550024,861948,952682
28609,395503,1624661,1656343,720922
23584,343627,477402,887894,984148
23521,72626,38724,912692,935794
22820,390528,39646,712599,924080
26761,515468,1159980,2066515,1335888
27053,401220,588242,1035098,903929
24709,1582,52295,,90437
23936,328454,286502,439504,1074331
27276,648091,1206213,2010544,1462599
22462,310666,413035,1034563,946678
22027,353789,35973,1003541,1182295
23723,367368,523904,783866,935608
25279,440517,1508866,1685172,1020208
23551,264727,731570,670655,881030
22787,178705,65683,848950,1048284
22011,167357,38098,891568,985461
19437,1057567,1714942,2003579,1204603
23679,298558,55400,990878,862226
24167,354373,62671,147664,1160454
23129,206137,282893,590895,1053382
22112,238891,665266,1117829,988085
26337,554877,2355925,3285616,939812
25060,392691,1823751,2526304,1212534
22000,428751,34129,889236,1082355
24081,330215,26485,680032,1196728
24127,402010,121706,648569,744459
24046,180051,29847,666504,1145181
23194,346793,213399,525231,1008052
25256,433719,1226115,1731284,892874
22182,356380,26487,1209166,906375
23467,460543,501380,739187,1128924
22234,152405,613732,1426181,780098
33127,282221,543989,208616,123718
26363,505783,1164692,2076474,867888
27277,248482,964186,1637833,1248709
23641,237689,1044050,881562,933023
22273,53288,542309,1372207,2483823
25155,286970,1258936,2424217,1328644
27027,387175,1004235,1920542,1494342
22252,288678,49052,778422,1250503
23433,224029,183083,419802,653891
27018,529472,1436797,2063543,1160468
25739,327053,1120850,3168016,1156197
21924,370296,139121,797821,361253
23570,286621,225234,376194,793979
23006,1558332,200273,806318,933063
24135,430971,95312,286619,1174326
23038,222462,186225,829988,969172
21711,471426,1638317,2570241,1314986
24004,391514,562832,774734,798270
24074,118253,237319,494295,940053
25672,491397,663805,1576459,806659
21994,,574417,1149028,375801
22838,212053,156519,686309,1023613
25462,516051,2751183,2849935,891683
23658,351509,53954,538857,878203
29408,243982,1350158,1065805,609771
30776,709399,1110105,856204,1372669
22815,238182,114332,863837,928922
23867,366890,250756,73876,1061203
24152,346390,362894,753031,1217773
27305,493316,970058,1541734,1205759
27655,422414,1495438,1007215,1075636
26506,501210,1379632,2030924,1135185
22569,,462726,1254619,412387
26630,675796,3589253,2004886,1473911
22924,503805,74279,919319,1046517
22278,163815,40475,739210,891053
23502,343299,234278,560503,761219
23432,360515,64784,545849,924259
23508,461204,679318,1286013,980596
25694,655985,1358153,3480559,1445898
21984,,31203,866328,506306
25883,836358,3171544,3337951,3395278
22229,417080,413664,1360727,851742
22980,342345,682783,1007717,977972
24997,567815,2144774,2185639,1209269
26875,441475,1274281,2083816,1427756
22770,329821,58895,591685,749346
32622,663921,1293400,1445470,1210573
26699,705080,1043203,2022755,1283832
22313,,478860,1072977,40196
22223,380450,446711,1241573,1124689
22968,432531,38071,728802,1220611
25689,321869,1061192,2393978,1181372
23520,288721,47117,673689,1715519
24012,270852,40634,371085,1460192
32905,446615,1091045,892120,516646
31348,599136,1053503,1210913,1301074
25936,336522,460841,1523777,359936
23495,472472,187853,456306,1338777
23553,238459,161640,486498,1152231
23501,71916,606023,1215439,543246
22357,345905,364353,1295377,666730
21119,332201,561860,748516,707944
24053,463090,137968,507050,1113578
25698,451056,752324,1789987,1119679
25814,494519,1757985,1789468,956895
28295,382569,1461029,2613051,1254305
22085,83134,826725,1605218,732284
22717,258179,42502,318961,807675
28733,419469,1435037,1714013,714196
23672,33989,283646,897496,1220466
22445,433555,641646,1133061,871768
22110,289396,656899,1347124,769850
23557,379814,459177,1039752,978541
25937,666691,1170344,1854046,734615
22063,334601,744078,1040861,506572
24196,636133,54435,520478,966676
22585,410943,424902,1186263,950224
23473,257297,54906,592041,1053097
23620,315984,37012,603223,1118305
25918,580279,898037,2306504,1224220
24345,123952,970848,1077074,869841
22411,341500,430976,1141889,979657
23792,222033,340789,1227929,1021876
26387,502683,2052111,1489258,1207141
23109,459701,3978,821153,1041898
29971,191791,560594,800629,388986
30383,216649,963031,1582957,856743
29086,499115,960843,1873268,1222693
23680,254226,555695,1112588,990385
24138,390964,530798,773344,851378
24183,331767,27224,343815,932011
27031,582328,1281728,1723753,1176547
22014,272213,663380,2543288,783202
27919,774916,1464065,2045237,927777
22664,182670,9237,1111941,726267
23934,181459,143078,330852,991598
27243,316608,987255,548870,426974
22475,339757,174605,1050657,1122005
28211,390157,1551039,1720320,618621
27024,431103,1019429,1333364,1360972
22614,287650,584007,1510605,695348
23418,330552,445061,1163938,1089037
22798,208459,2238,701835,1066058
22771,388891,39904,684984,759580
26562,388994,1363359,1915610,1302671
24861,425372,1597117,2537573,1120349
21979,,402722,1689357,650934
26496,563605,1564506,1888353,2046856
30779,304580,782948,901249,1040084
22613,347168,508815,1009538,990349
24918,242489,1500054,2249715,1272797
22164,278858,438628,1708712,736137
25928,512986,2118106,3876312,1525376
23523,404757,57323,551166,1060719
24726,490894,676850,528302,794158
29415,530676,2066167,1996168,666713
25618,637563,941755,1946347,1514732
23932,350489,571071,947127,938220
27604,899523,1390144,985187,538646
22985,174894,223520,830336,955994
23781,272975,22071,558891,941627
27051,519279,1125165,1630251,1306786
28564,214262,1317659,1732491,860092
27740,374141,2432821,1604690,933434
28590,,260755,,
25084,543823,2572838,2340768,1586969
25024,335946,1740178,2035716,1302952
25373,482937,1528032,2503869,1228722
25701,538158,1586456,2486989,1288068
22611,364480,550141,1565223,1080415
23360,303491,26752,404836,1273160
23603,430406,423522,1097358,1292155
24932,491149,1482066,1983196,841758
28205,928817,4218775,1451759,503797
24297,241072,4981,558846,1161307
24151,123760,697752,790605,945837
27057,414124,778648,2098018,1491275
23168,325843,590081,1063741,892666
28824,385523,1437046,2255536,642148
25101,471297,1310229,1555888,1151127
23020,285726,32361,692424,1014619
22991,336787,545508,1200472,893123
22642,235082,468061,1486457,856180
23066,355185,38094,993536,1002815
30898,2636025,1284034,1431013,1199460
22789,318299,355557,669678,654597
22859,49302,399623,1303899,722003
23655,344137,215959,555518,1092733
22701,261454,586162,1196070,794182
22114,227890,233993,416749,1631169
24889,385552,2702312,1950103,770051
21964,,15024,387619,
26335,375486,788208,906512,646234
22763,,574533,1494944,464106
22568,437392,13409,1050234,1190156
23893,218712,559935,863785,797541
24948,336092,1307026,2024484,1359976
22335,307930,114567,999025,821238
26725,446528,1137984,2013737,1293260
23992,313532,228054,604590,1065770
23555,212828,548966,1232282,879414
23822,238150,722487,918066,794530
25548,525008,1036607,1987018,1062839
25385,470489,1244939,2429923,1244582
22740,323739,94956,1150463,840753
22322,336289,24401,886997,1118372
26927,794084,1016908,1943239,1718672
25049,368224,1802116,3042848,1287943
23812,242453,60009,378233,1096990
25770,653829,1196902,1422302,833354
25762,431084,1356491,2187421,1040357
23602,330370,658428,840087,871089
27652,435905,2031540,2158977,962600
24801,463092,1764999,3514217,1061107
27202,401186,698196,997609,1198567
30655,923783,1013761,605491,899251
25554,498562,1699284,2221890,1098384
26784,330238,1125384,2060894,1419962
23866,,155852,255017,881769
28457,290368,1379477,2195089,812450
26997,713069,1062956,2170328,1793057
28955,322636,1618252,1752068,851033
25754,452900,1121934,2406436,816080
28514,492890,2309370,1831567,770602
26864,666500,1037027,1795582,1398668
26867,446703,1293739,2082405,1323478
24115,396292,2219514,986737,1020449
22176,285731,723758,1326334,1131601
23257,352595,740115,1085982,1202703
22886,394543,281968,1414928,1028968
22498,13866,1448822,1643779,805735
24734,269893,1020857,1751731,983334
23778,265839,40378,196920,1055945
24197,496318,264378,632777,1145626
27005,1077976,1042032,1923623,1383492
22588,98153,445482,1254605,923701
27478,578948,2171355,1512988,690671
24348,216722,76451,355455,645899
24113,4394,670556,964108,669734
23355,320348,252050,592875,1120219
22622,316225,576730,1169454,802809
25103,515947,1354971,2452806,757616
24857,628744,1013766,1454432,856655
23436,217540,818525,886022,825707
23699,301621,808559,849467,978779
21967,,467058,1640460,710994
27727,408918,1169528,4112997,610066
22847,,619687,925692,658635
25150,445156,1432442,2027553,1165555
29982,361679,1887804,1083160,591470
23621,,569217,1083386,1043423
26010,924409,1629048,3223979,948574
25979,532258,916146,2502403,1258984
25142,296752,981683,1544777,682513
25599,504064,929732,3678943,1081870
27257,354143,924802,1161743,1094038
27287,354599,827617,1360268,717894
26625,417824,2259137,1401465,2082021
22174,407240,503054,1287661,762858
28154,351686,1428018,2020956,711367
26376,491074,985837,1392537,1218639
23071,168233,373737,1427059,1211270
22616,196230,102805,917346,1002485
24257,287948,500596,866236,1254193
24221,510578,135672,337299,1097928
23805,259868,122200,890735,963934
27862,320555,1474396,1968837,786491
28012,526967,1619052,1610073,985476
23713,379692,350779,1123109,748340
27056,652674,1392521,1439851,1148961
24195,412170,64758,710001,1086555
26940,312589,477512,493284,298242
23199,393310,592214,718526,905055
23260,281226,2999,796741,811033
23356,170562,898700,1000233,858962
22113,,815405,623328,169325
26027,551594,1034054,2500286,947909
22005,17240,63848,621936,765575
24068,280555,635013,988537,898370
27206,448217,1139127,1224386,1419692
22777,437751,50555,672323,1144377
25056,506322,1663642,2293262,1195816
28225,400993,1303359,2424990,1102459
23615,252445,87183,149919,1040215
28250,422218,1525263,1438320,935828
24975,386268,2002487,3357730,1174093
27593,435812,1566917,1574876,1291986
22279,173849,186131,1477318,987616
26042,558373,1441480,2579057,1251950
30845,602572,1495333,1158730,1239047
32870,554375,1142740,1051186,545445
28283,420186,1438672,2272538,1167825
28851,922272,1491022,1836471,747212
26855,383779,1626484,2657281,1721144
22529,234052,671062,1196146,585902
22621,493240,451090,1224232,799187
30032,634266,2243435,2061179,1446649
23979,439850,222505,553211,1326040
29100,611931,4188748,2007868,1640952
23110,224775,498977,930989,938745
26615,446181,1090688,1519552,1523044
27281,531362,710424,1112033,1570802
23593,251045,623357,796457,966185
26742,702604,1889454,2432142,1289366
30129,597932,7431525,1569475,1335857
28335,582053,1129280,2055127,1285509
24302,,535634,1277851,790368
22156,101175,658282,1575531,798520
23403,219729,669526,529366,993826
25813,443280,1139970,2751230,1380307
25848,435904,4656373,1665713,817380
23873,195005,726879,834853,959555
25210,632225,1061909,1954120,1439513
26499,1160896,1412156,1781988,1298556
23137,333574,244311,5034,697310
23927,403147,726419,766746,738842
32105,2549508,2041124,1623371,2826733
21970,287528,49932,1439811,1074905
23218,278418,906291,726883,856662
22939,344825,299571,605306,637346
15275,584332,1562737,2828894,1719965
25970,557810,1046713,1773045,995520
28856,343051,1424271,2115492,1037590
33072,823674,1412833,1533202,1020747
25945,609482,1316488,6257283,1122726
23078,63672,620648,1460448,831122
22116,215331,63120,140904,1032531
24365,273963,713182,821823,735536
25485,499170,1511254,1913331,922619
22626,271906,412340,1194493,915874
23164,239925,37243,802245,1061030
24259,343051,77642,141937,1043541
22324,358221,57442,854279,375054
25896,317103,909741,2093380,820406
21975,239539,706330,1205075,554804
22710,309136,555382,752632,770668
22864,287477,44537,1245731,949189
25915,461625,1003653,2245159,1138236
25650,413072,1037573,3910800,4052329
32598,547561,1060990,1538662,836774
25728,449970,1108661,2548744,899650
24737,116978,744250,933356,806693
23849,435747,30020,308938,993817
23291,123928,334701,383518,520112
25682,745348,1296551,2291583,907093
23565,206357,471479,1099567,1072494
27188,482897,948962,1469252,1613027
25356,641360,1385066,1639480,1093184
27079,449396,421430,355441,534158
22119,107591,534988,1526845,1130992
23414,297301,68746,277391,967829
24174,347825,39642,502008,1486203
22233,170238,336176,979379,1040320
26732,780994,1293979,1767157,1809827
31129,511036,607778,621476,787195
24279,331369,236656,629923,1128674
22516,141910,34220,676234,1330617
26955,475587,1236641,1993022,1539290
24104,353250,224785,225637,841338
24214,,500853,914328,918557
22286,95825,39863,1114409,786788
26520,260734,506558,724485,369204
25639,377129,1076155,1639346,743408
30472,567178,1354450,1168501,1195166
24301,292403,652845,1391649,1111865
22631,427699,652563,1362884,893118
23493,255583,748676,1144563,573346
31085,338792,1015284,917491,985567
25685,600634,1333397,2455912,1607945
27046,246055,1045462,1220660,3069435
27127,646181,1257887,3149303,899956
