BoroName,the_geom,BoroCode,OBJECTID,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,FEMAFldz,FEMAFldT,HrcEvac
Brooklyn,POINT (-73.9856935595094 40.69073374684582),3,427,302,33,52,25,8,BR02543,FULTON ST,HOYT ST,-73.985695,40.690742,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98319356049171 40.68973374737721),3,428,302,33,52,25,8,BR02544,FULTON ST,BOND ST,-73.983195,40.689742,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94501557233748 40.690532745849744),3,429,303,36,56,25,8,BR02545,LAFAYETTE AV,TOMPKINS AV,-73.945017,40.690541,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94669657096756 40.696899744713065),3,430,303,36,56,18,8,BR02547,TOMPKINS AV,Martin Luther King Pl,-73.946698,40.696908,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.93813757464292 40.696719744525225),3,431,303,36,56,18,8,BR02548,MYRTLE AV,LEWIS AV,-73.938139,40.696728,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96292656778171 40.67458374926334),3,432,308,35,57,20,9,BR02549,STERLING PL,WASHINGTON AV,-73.962928,40.674592,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.92507858051393 40.670168749548345),3,433,308,41,55,20,9,BR02550,ST JOHNS PL,BUFFALO AV,-73.92508,40.670177,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.92521958015683 40.673257748377836),3,434,308,36,56,25,9,BR02552,BUFFALO AV,PROSPECT PL,-73.925221,40.673266,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93144057805803 40.668545749535994),3,435,309,35,43,20,9,BR02554,EASTERN PKWY,UTICA AV,-73.931442,40.668554,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.97993356425233 40.647230755830556),3,436,312,39,44,21,10,BR02555,CATON AV,MCDONALD AV,-73.979935,40.647239,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.97246156896294 40.60413576418572),3,437,311,44,45,22,11,BR02556,KINGS HWY,MCDONALD AV,-73.972463,40.604144,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.97191256897509 40.60426076335617),3,438,315,44,45,22,11,BR02557,KINGS HWY,MCDONALD AV,-73.971914,40.604269,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.96215256798993 40.662949751869895),3,439,309,40,43,21,9,BR02558,FLATBUSH AV,EMPIRE BLVD,-73.962154,40.662958,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96214756899978 40.66251475223136),3,440,309,40,43,21,9,BR02559,FLATBUSH AV,OCEAN AV,-73.962149,40.662523,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95803857088812 40.6364087566885),3,441,314,45,42,21,9,BR02560,FOSTER AV,OCEAN AV,-73.95804,40.636417,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.98355056120968 40.67262875100296),3,442,306,39,52,20,7,BR02567,5 AV,3 ST,-73.983552,40.672637,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.95150557596817 40.59908276400899),3,443,315,48,41,19,9,BR02568,OCEAN AV,AV U,-73.951507,40.599091,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-74.00412555415416 40.67353975144279),3,444,306,38,51,25,7,BR02571,LORRAINE ST,HENRY ST,-74.004127,40.673548,AE,,1
Brooklyn,POINT (-73.95845256947189 40.669552750780426),3,445,309,35,57,20,9,BR02572,FRANKLIN AV,UNION ST,-73.958454,40.669561,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9613575686446 40.67100275027305),3,446,309,35,57,21,9,BR02573,CLASSON AV,EASTERN PKWY,-73.961359,40.671011,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94140357342128 40.6871927461266),3,447,303,36,56,25,8,BR02575,GATES AV,THROOP AV,-73.941405,40.687201,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.99091155747578 40.695941746751636),3,448,302,33,52,25,7,BR02576,Cadman Plz West,TILLARY ST,-73.990913,40.69595,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9570765696879 40.66543475146824),3,449,309,35,57,20,9,BR02577,BEDFORD AV,MONTGOMERY ST,-73.957078,40.665443,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95353456887361 40.69955874467274),3,450,301,33,50,26,7,BR02578,LEE AV,FLUSHING AV,-73.953536,40.699567,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.91364958394891 40.65654475184344),3,451,317,42,58,21,9,BR02579,E 98 ST,CHURCH AV,-73.913651,40.656553,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.95101357125898 40.686101747108815),3,452,303,36,57,25,8,BR02580,GATES AV,NOSTRAND AV,-73.951015,40.68611,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.91926558388303 40.63701175566676),3,453,318,45,59,21,8,BR02582,RALPH AV,FARRAGUT RD,-73.919267,40.63702,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-74.01173155218582 40.67381775118774),3,454,306,38,51,25,7,BR02584,DWIGHT ST,VAN DYKE ST,-74.011733,40.673826,AE,,1
Brooklyn,POINT (-73.9725825643491 40.68586074760622),3,455,302,35,57,25,8,BR02585,GREENE AV,FULTON ST,-73.972584,40.685869,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95719556836279 40.6893637468278),3,456,303,35,57,25,8,BR02586,FRANKLIN AV,LAFAYETTE AV,-73.957197,40.689372,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94796957345318 40.663893751510926),3,457,309,40,43,20,9,BR02587,NEW YORK AV,EMPIRE BLVD,-73.947971,40.663902,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.92814958146283 40.63292975698904),3,458,318,46,41,21,8,BR02588,AV H,UTICA AV,-73.928151,40.632938,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.92834058066525 40.6339127562674),3,459,318,46,41,21,8,BR02589,UTICA AV,KINGS HWY,-73.928342,40.633921,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.92689957859929 40.68886274583049),3,460,303,41,56,25,8,BR02590,GATES AV,PATCHEN AV,-73.926901,40.688871,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.905820588427 40.63992675467646),3,461,318,46,59,19,8,BR02591,REMSEN AV,FLATLANDS AV,-73.905822,40.639935,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.96769857143747 40.58054476787411),3,462,313,47,46,23,8,BR02592,OCEAN PKWY,NEPTUNE AV,-73.9677,40.580553,AE,,1
Brooklyn,POINT (-73.96214556726072 40.687059747326764),3,463,302,35,57,25,8,BR02593,GREENE AV,GRAND AV,-73.962147,40.687068,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96749957172608 40.58016776861004),3,464,313,48,46,23,8,BR02594,OCEAN PKWY,NEPTUNE AV,-73.967501,40.580176,AE,,1
Brooklyn,POINT (-73.95489557066006 40.67183174961974),3,465,308,35,57,20,9,BR02595,ST JOHNS PL,BEDFORD AV,-73.954897,40.67184,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95102757622291 40.59933676349796),3,466,315,48,41,19,9,BR02596,AV U,OCEAN AV,-73.951029,40.599345,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.99487455964304 40.6458977563144),3,467,312,38,51,21,7,BR02597,39 ST,9 AV,-73.994876,40.645906,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.92505757923178 40.67314674809574),3,468,308,41,56,25,9,BR02598,BUFFALO AV,PROSPECT PL,-73.925059,40.673155,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.92651458271611 40.61308576023551),3,469,318,46,59,19,8,BR02599,FLATBUSH AV,AV S,-73.926516,40.613094,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.93172457863413 40.66375875046609),3,470,309,41,43,20,9,BR02600,UTICA AV,EMPIRE BLVD,-73.931726,40.663767,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9314495786563 40.663861750973766),3,471,309,41,55,20,9,BR02601,UTICA AV,EMPIRE BLVD,-73.931451,40.66387,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98721856303202 40.622194760565094),3,472,312,44,48,17,10,BR02602,18 AV,60 ST,-73.98722,40.622203,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98541656536987 40.598244765330506),3,473,311,47,47,22,10,BR02603,STILLWELL AV,AV T,-73.985418,40.598253,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
Brooklyn,POINT (-73.96233556974788 40.63434175759157),3,474,314,45,42,17,9,BR02605,FOSTER AV,E 16 ST,-73.962337,40.63435,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.94782257118138 40.68658574661314),3,475,303,36,56,25,8,BR02606,GATES AV,MARCY AV,-73.947824,40.686594,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94829157093494 40.70647774306013),3,476,301,34,53,18,7,BR02608,LORIMER ST,MONTROSE AV,-73.948293,40.706486,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.94046757216516 40.71798074069217),3,477,301,34,50,18,12,BR02609,KINGSLAND AV,WITHERS ST,-73.940469,40.717989,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98435956453824 40.60555076399393),3,478,311,44,47,17,10,BR02610,KINGS HWY,W 11 ST,-73.984361,40.605559,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.97364256807172 40.6042587633252),3,479,311,44,47,22,11,BR02611,KINGS HWY,VAN SICLEN ST,-73.973644,40.604267,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.94796257042255 40.704579743184404),3,480,301,34,53,26,7,BR02612,LORIMER ST,BROADWAY,-73.947964,40.704588,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-74.01400755260643 40.6454267570693),3,481,307,38,51,20,7,BR02614,52 ST,4 AV,-74.014009,40.645435,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.00943855477266 40.646060757015206),3,482,307,38,51,20,7,BR02615,5 AV,48 ST,-74.00944,40.646069,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95018457668803 40.5883357658511),3,483,315,48,45,22,9,BR02616,AV Z,E 19 ST,-73.950186,40.588344,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
Brooklyn,POINT (-73.91728058254098 40.66899274891693),3,484,316,41,55,20,9,BR02617,SARATOGA AV,PITKIN AV,-73.917282,40.669001,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9577075680633 40.69249274592599),3,485,303,33,57,25,8,BR02620,FRANKLIN AV,WILLOUGHBY AV,-73.957709,40.692501,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96181256785414 40.66983675087739),3,486,309,35,57,21,9,BR02621,CLASSON AV,PRESIDENT ST,-73.961814,40.669845,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96514756584354 40.686712747124275),3,487,302,35,57,25,8,BR02622,GREENE AV,WASHINGTON AV,-73.965149,40.686721,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93192957837584 40.663440751035814),3,488,309,41,43,20,9,BR02623,EMPIRE BLVD,UTICA AV,-73.931931,40.663449,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94793456995359 40.705826742832144),3,489,301,34,53,18,7,BR02624,LORIMER ST,BOERUM ST,-73.947936,40.705835,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.97056256989512 40.59057576609305),3,490,315,47,45,23,11,BR02625,AV X,WEST ST,-73.970564,40.590584,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-74.02306655164985 40.61426976396689),3,491,310,43,46,22,11,BR02626,7 AV,92 ST,-74.023068,40.614278,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9290345779696 40.67942074755327),3,492,303,36,56,25,8,BR02628,MALCOLM X BLVD,FULTON ST,-73.929036,40.679429,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.99858156004726 40.61506576263336),3,493,311,43,49,22,10,BR02629,BAY RIDGE PKWY,17 AV,-73.998583,40.615074,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-74.01054655429293 40.64499475723233),3,494,307,38,51,20,7,BR02630,5 AV,50 ST,-74.010548,40.645003,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95109856804716 40.72390073905623),3,495,301,33,50,26,12,BR02631,BEDFORD AV,MANHATTAN AV,-73.9511,40.723909,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.94811357068824 40.70420174320562),3,496,301,33,53,26,7,BR02633,BROADWAY,LORIMER ST,-73.948115,40.70421,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.94059057966629 40.59433476468057),3,497,315,46,41,19,9,BR02634,NOSTRAND AV,AV X,-73.940592,40.594343,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.92624958245993 40.61431776037949),3,498,318,46,59,19,8,BR02635,UTICA AV,FILLMORE AV,-73.926251,40.614326,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.95122557527728 40.61128176150934),3,499,315,48,41,17,9,BR02637,KINGS HWY,E 22 ST,-73.951227,40.61129,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.8994095892886 40.65893675072609),3,500,318,42,60,19,8,BR02638,NEW LOTS AV,VAN SINDEREN AV,-73.899411,40.658945,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.9479705744504 40.63390875665789),3,501,314,45,42,21,9,BR02639,GLENWOOD RD,NOSTRAND AV,-73.947972,40.633917,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.94023357258607 40.718008740586),3,502,301,34,50,18,12,BR02640,KINGSLAND AV,WITHERS ST,-73.940235,40.718017,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.94478157073196 40.716365740817096),3,503,301,34,50,18,12,BR02642,GRAHAM AV,JACKSON ST,-73.944783,40.716374,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.93139958353444 40.58520276569958),3,504,315,48,41,23,8,BR02643,KNAPP ST,Shore Pkwy Srv Rd South,-73.931401,40.585211,X,AREA OF MINIMAL FLOOD HAZARD,1
Brooklyn,POINT (-73.93541257945586 40.63248175685557),3,505,318,45,58,21,9,BR02644,AV H,E 43 ST,-73.935414,40.63249,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.9031515876379 40.66509474891496),3,506,316,41,55,20,9,BR02645,DUMONT AV,POWELL ST,-73.903153,40.665103,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.88234559496165 40.65195375086186),3,507,305,42,60,19,8,BR02646,VANDALIA AV,BETHEL LOOP,-73.882347,40.651962,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.88154859475948 40.653170751130446),3,508,305,42,60,19,8,BR02647,VANDALIA AV,VAN SICLEN AV,-73.88155,40.653179,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-74.0136935550577 40.61379876291765),3,509,310,43,46,22,11,BR02648,86 ST,13 AV,-74.013695,40.613807,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.93274357663742 40.68818974568338),3,510,303,36,56,25,8,BR02649,GATES AV,STUYVESANT AV,-73.932745,40.688198,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.01338455401478 40.631679759887064),3,511,310,43,49,23,10,BR02651,8 AV,67 ST,-74.013386,40.631688,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.90735658667583 40.655997751083156),3,512,316,42,58,19,8,BR02652,ROCKAWAY AV,HEGEMAN AV,-73.907358,40.656006,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.9074135854173 40.67024774822036),3,513,316,37,55,19,8,BR02653,PITKIN AV,Mother Gaston Blvd,-73.907415,40.670256,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.90217758788668 40.66520274950677),3,514,316,42,55,19,8,BR02654,DUMONT AV,JUNIUS ST,-73.902179,40.665211,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94186857907438 40.60089776298788),3,515,315,46,41,22,9,BR02655,NOSTRAND AV,AV U,-73.94187,40.600906,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.94408157275423 40.679780748146634),3,516,303,36,56,25,8,BR02656,BROOKLYN AV,FULTON ST,-73.944083,40.679789,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93118958227781 40.598422763748694),3,517,315,46,41,22,9,BR02657,GERRITSEN AV,WHITNEY AV,-73.931191,40.598431,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-74.02089455190759 40.61815076310109),3,518,310,43,46,22,11,BR02658,86 ST,7 AV,-74.020896,40.618159,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.01677455291832 40.62582976123903),3,519,310,43,46,22,11,BR02659,BAY RIDGE PKWY,Ft Hamilton Pkwy,-74.016776,40.625838,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98657555991353 40.6694127515258),3,520,306,39,52,21,7,BR0266,9 ST,5 AV,-73.986577,40.669421,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98615556426851 40.6007467653085),3,521,311,47,47,22,10,BR02660,STILLWELL AV,82 ST,-73.986157,40.600755,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.94683157562672 40.62707975833176),3,522,318,45,42,21,9,BR02661,NOSTRAND AV,AV J,-73.946833,40.627088,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.88334059447668 40.65774675004552),3,523,305,42,60,19,8,BR02662,WORTMAN AV,VAN SICLEN AV,-73.883342,40.657755,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.88359759411719 40.657896750265316),3,524,305,42,60,19,8,BR02663,VAN SICLEN AV,WORTMAN AV,-73.883599,40.657905,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.92801658158446 40.63082175727349),3,525,318,46,41,21,8,BR02664,UTICA AV,AV I,-73.928018,40.63083,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.94745757229244 40.67601374907803),3,526,308,36,56,25,9,BR02665,BERGEN ST,NEW YORK AV,-73.947459,40.676022,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.88447259351553 40.65873775036283),3,527,305,42,60,19,8,BR02666,VAN SICLEN AV,STANLEY AV,-73.884474,40.658746,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.88142559441845 40.65856675003194),3,528,305,42,60,19,8,BR02667,WORTMAN AV,BARBEY ST,-73.881427,40.658575,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.91039358475335 40.669659748555446),3,529,316,41,55,20,8,BR02668,PITKIN AV,ROCKAWAY AV,-73.910395,40.669668,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94353257726516 40.61006276166129),3,530,315,46,41,22,9,BR02669,NOSTRAND AV,QUENTIN RD,-73.943534,40.610071,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.94345557849852 40.60016276311745),3,531,315,46,41,19,9,BR02670,AV U,E 28 ST,-73.943457,40.600171,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-74.01962955125772 40.64623075750173),3,532,307,38,51,20,7,BR02671,55 ST,2 AV,-74.019631,40.646239,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.89606659035732 40.646775752871754),3,533,318,42,58,19,8,BR02672,FLATLANDS AV,E 103 ST,-73.896068,40.646784,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.97680256307932 40.68213174879132),3,534,306,39,52,25,9,BR02673,DEAN ST,5 AV,-73.976804,40.68214,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96347056750649 40.6768347494299),3,535,308,35,57,20,9,BR02674,WASHINGTON AV,PROSPECT PL,-73.963472,40.676843,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.01308255121037 40.67463275165976),3,536,306,38,51,25,7,BR02677,VAN DYKE ST,RICHARDS ST,-74.013084,40.674641,AE,,1
Brooklyn,POINT (-73.99128355650936 40.69962974549137),3,537,302,33,52,26,7,BR02678,Cadman Plz West,MIDDAGH ST,-73.991285,40.699638,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95681257215276 40.625753759385894),3,538,314,45,48,17,9,BR02679,AV J,OCEAN AV,-73.956814,40.625762,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95182257614479 40.58830676595519),3,539,315,48,45,22,9,BR02680,AV Z,E 18 ST,-73.951824,40.588315,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
Brooklyn,POINT (-73.99876155868408 40.62886775967489),3,540,312,44,48,17,10,BR02681,60 ST,13 AV,-73.998763,40.628876,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.01459255093172 40.6756617514029),3,541,306,38,51,25,7,BR02682,VAN DYKE ST,VAN BRUNT ST,-74.014594,40.67567,AE,,1
Brooklyn,POINT (-74.01106455473541 40.62927576006249),3,542,310,43,49,22,10,BR02683,Ft Hamilton Pkwy,68 ST,-74.011066,40.629284,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93066257918075 40.655615752181),3,543,317,41,58,20,9,BR02685,UTICA AV,LENOX RD,-73.930664,40.655624,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.85952060074338 40.66969774731809),3,544,305,42,60,19,8,BR02686,LINDEN BLVD,EMERALD ST,-73.859522,40.669706,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.89896458973465 40.642276753292904),3,545,318,46,58,19,8,BR02687,ROCKAWAY PKWY,AV J,-73.898966,40.642285,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.92419557912608 40.6891707452011),3,546,303,41,56,25,8,BR02688,GATES AV,RALPH AV,-73.924197,40.689179,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.88908559345872 40.63398675541454),3,547,318,46,59,19,8,BR02689,SEAVIEW AV,ROCKAWAY PKWY,-73.889087,40.633995,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.96524556983805 40.62439775929634),3,548,312,44,48,17,9,BR02690,Coney Island Av,AV J,-73.965247,40.624406,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.90709558848498 40.63084475607952),3,549,318,46,59,19,8,BR02691,E 80 ST,AV L,-73.907097,40.630853,X,AREA OF MINIMAL FLOOD HAZARD,2
Brooklyn,POINT (-73.97367356599366 40.64533975540642),3,550,312,39,44,21,9,BR02692,CHURCH AV,E 7 ST,-73.973675,40.645348,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.0262205494244 40.63555275971228),3,551,310,43,51,22,11,BR02693,3 AV,BAY RIDGE AV,-74.026222,40.635561,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.95085557165972 40.66690575022001),3,552,309,35,43,20,9,BR02694,NOSTRAND AV,CARROLL ST,-73.950857,40.666914,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93055357686683 40.688585746140255),3,553,303,36,56,25,8,BR02695,GATES AV,MALCOLM X BLVD,-73.930555,40.688594,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.92982857731099 40.68852474589146),3,554,303,36,56,25,8,BR02696,GATES AV,MALCOLM X BLVD,-73.92983,40.688533,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98936355814142 40.6905347475391),3,555,302,33,52,25,7,BR02697,BOERUM PL,SCHERMERHORN ST,-73.989365,40.690543,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.00412655586487 40.65130675583799),3,556,307,38,51,20,7,BR02698,39 ST,5 AV,-74.004128,40.651315,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.0225645522172 40.61915276288557),3,557,310,43,46,22,11,BR02699,86 ST,DAHLGREN PL,-74.022566,40.619161,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96819157212366 40.58039876838903),3,558,313,47,46,23,8,BR02700,NEPTUNE AV,OCEAN PKWY,-73.968193,40.580407,AE,,1
Brooklyn,POINT (-73.95336157640111 40.58735176634312),3,559,315,48,45,22,9,BR02701,E 16 ST,SHEEPSHEAD BAY RD,-73.953363,40.58736,AE,,1
Brooklyn,POINT (-73.94894457779213 40.58846976607301),3,560,315,48,45,22,9,BR02702,AV Z,OCEAN AV,-73.948946,40.588478,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
Brooklyn,POINT (-73.9666465712247 40.586532767428615),3,561,313,47,46,23,11,BR02703,AV Z,OCEAN PKWY,-73.966648,40.586541,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
Brooklyn,POINT (-73.91146558296167 40.683675746286234),3,562,304,37,55,18,8,BR02704,COOPER ST,BROADWAY,-73.911467,40.683684,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.92400757878487 40.6889817456698),3,563,303,41,56,25,8,BR02705,RALPH AV,GATES AV,-73.924009,40.68899,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.01078155215602 40.67904675050538),3,564,306,38,51,25,7,BR02706,VAN BRUNT ST,PIONEER ST,-74.010783,40.679055,AE,,1
Brooklyn,POINT (-73.94088557126425 40.721496739659564),3,565,301,34,50,18,12,BR02707,KINGSLAND AV,LOMBARDY ST,-73.940887,40.721505,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9696455692684 40.60440476397356),3,566,315,47,45,22,11,BR02708,KINGS HWY,E 3 ST,-73.969647,40.604413,X,AREA OF MINIMAL FLOOD HAZARD,5
